"|","|__id","|__name","|__members","|__sp","|__buy_average","|__buy_quantity","|__sell_average","|__sell_quantity","|__overall_average","|__overall_quantity"
"1347","1347","Rune warhammer","False","41500","25899","2","25642","166","25645","168"
"1349","1349","Iron axe","False","56","50","2","0","0","50","2"
"1351","1351","Bronze axe","False","16","53","1","54","12","54","13"
"1353","1353","Steel axe","False","200","69","30","64","3","68","33"
"1355","1355","Mithril axe","False","520","142","1","142","5","142","6"
"1357","1357","Adamant axe","False","1280","691","5","663","9","673","14"
"1359","1359","Rune axe","False","12800","7524","4","7267","114","7276","118"
"1361","1361","Black axe","False","384","760","1","492","4","545","5"
"1363","1363","Iron battleaxe","False","182","0","0","25","1","25","1"
"1365","1365","Steel battleaxe","False","650","0","0","193","15","193","15"
"1367","1367","Black battleaxe","False","1248","0","0","508","5","508","5"
"1369","1369","Mithril battleaxe","False","1690","0","0","742","2","742","2"
"1371","1371","Adamant battleaxe","False","4160","0","0","2175","14","2175","14"
"1373","1373","Rune battleaxe","False","41600","24998","1","24550","36","24562","37"
"1375","1375","Bronze battleaxe","False","52","0","0","28","6","28","6"
"1377","1377","Dragon battleaxe","True","200000","119795","2","119429","18","119466","20"
"1379","1379","Staff","False","15","26","1","0","0","26","1"
"1381","1381","Staff of air","False","1500","1668","4","1598","6","1626","10"
"1383","1383","Staff of water","False","1500","1797","122","1694","15","1786","137"
"1385","1385","Staff of earth","False","1500","1350","1","0","0","1350","1"
"1387","1387","Staff of fire","False","1500","1512","129","1455","3","1511","132"
"1389","1389","Magic staff","False","200","0","0","0","0","0","0"
"1391","1391","Battlestaff","True","7000","8229","7650","8227","8610","8228","16260"
"1393","1393","Fire battlestaff","True","15500","8964","67","8961","12","8964","79"
"1395","1395","Water battlestaff","True","15500","8965","210","8965","4","8965","214"
"1397","1397","Air battlestaff","True","15500","8969","13952","8959","12217","8964","26169"
"1399","1399","Earth battlestaff","True","15500","8968","1","8945","71","8945","72"
"1401","1401","Mystic fire staff","True","42500","25170","2","25158","5","25161","7"
"1403","1403","Mystic water staff","True","42500","25374","1","25101","4","25155","5"
"1405","1405","Mystic air staff","True","42500","25181","1","25169","6","25170","7"
"1407","1407","Mystic earth staff","True","42500","25210","1","25111","57","25112","58"
"1420","1420","Iron mace","False","63","0","0","0","0","0","0"
"1422","1422","Bronze mace","False","18","0","0","0","0","0","0"
"1424","1424","Steel mace","False","225","0","0","0","0","0","0"
"1426","1426","Black mace","False","432","0","0","0","0","0","0"
"1428","1428","Mithril mace","False","585","0","0","0","0","0","0"
"1430","1430","Adamant mace","False","1440","0","0","685","9","685","9"
"1432","1432","Rune mace","False","14400","0","0","0","0","0","0"
"1434","1434","Dragon mace","True","50000","0","0","29411","23","29411","23"
"1436","1436","Rune essence","False","4","13","25","0","0","13","25"
"9629","9629","Tyras helm","True","550","0","0","0","0","0","0"
"1438","1438","Air talisman","False","4","0","0","175","1","175","1"
"1440","1440","Earth talisman","False","4","284","1","269","74","269","75"
"1442","1442","Fire talisman","False","4","2633","11","2633","6","2633","17"
"9634","9634","Vyrewatch top","True","500","0","0","0","0","0","0"
"1444","1444","Water talisman","False","4","0","0","163","75","163","75"
"9636","9636","Vyrewatch legs","True","500","0","0","0","0","0","0"
"1446","1446","Body talisman","False","4","0","0","670","36","670","36"
"9638","9638","Vyrewatch shoes","True","500","0","0","0","0","0","0"
"1448","1448","Mind talisman","False","4","3374","1","3275","3","3299","4"
"9640","9640","Citizen top","True","5","0","0","0","0","0","0"
"9642","9642","Citizen trousers","True","5","0","0","0","0","0","0"
"1452","1452","Chaos talisman","True","4","384","2","333","1","367","3"
"9644","9644","Citizen shoes","True","5","0","0","0","0","0","0"
"1454","1454","Cosmic talisman","True","4","0","0","0","0","0","0"
"1456","1456","Death talisman","True","4","22500","1","0","0","22500","1"
"1462","1462","Nature talisman","True","4","987","1","791","5","823","6"
"1464","1464","Archery ticket","True","25","0","0","0","0","0","0"
"1470","1470","Red bead","False","4","1075","2","1047","4","1056","6"
"1472","1472","Yellow bead","False","4","1000","2","0","0","1000","2"
"1474","1474","Black bead","False","4","1081","2","0","0","1081","2"
"9666","9666","Proselyte harness m","True","25000","0","0","0","0","0","0"
"1476","1476","White bead","False","4","1039","2","0","0","1039","2"
"9668","9668","Initiate harness m","True","20000","0","0","0","0","0","0"
"1478","1478","Amulet of accuracy","False","100","0","0","572","1","572","1"
"9670","9670","Proselyte harness f","True","25000","25800","1","0","0","25800","1"
"9672","9672","Proselyte sallet","True","8000","0","0","0","0","0","0"
"9674","9674","Proselyte hauberk","True","12000","0","0","10670","1","10670","1"
"9676","9676","Proselyte cuisse","True","10000","0","0","8564","1","8564","1"
"9678","9678","Proselyte tasset","True","10000","0","0","0","0","0","0"
"1511","1511","Logs","False","4","15","1363","14","2028","14","3391"
"1513","1513","Magic logs","True","320","1016","10627","1015","16850","1015","27477"
"1515","1515","Yew logs","False","160","206","1041","204","20664","204","21705"
"1517","1517","Maple logs","False","80","8","16695","7","14560","7","31255"
"1519","1519","Willow logs","False","40","18","705","17","2918","17","3623"
"1521","1521","Oak logs","False","20","21","2702","20","595","20","3297"
"1523","1523","Lockpick","True","20","111","143","178","155","146","298"
"9729","9729","Elemental helmet","True","20","0","0","0","0","0","0"
"1539","1539","Steel nails","False","3","20","4061","19","181","19","4242"
"9731","9731","Mind shield","True","3000","0","0","0","0","0","0"
"1540","1540","Anti-dragon shield","False","20","79","2","76","4","77","6"
"9733","9733","Mind helmet","True","3000","0","0","0","0","0","0"
"9735","9735","Desert goat horn","True","12","249","90","0","0","249","90"
"9736","9736","Goat horn dust","True","12","300","940","299","6799","299","7739"
"9739","9739","Combat potion(4)","True","215","804","154","0","0","804","154"
"9741","9741","Combat potion(3)","True","160","0","0","551","130","551","130"
"1550","1550","Garlic","False","3","70","4","0","0","70","4"
"9743","9743","Combat potion(2)","True","105","0","0","0","0","0","0"
"1552","1552","Seasoned sardine","True","10","0","0","0","0","0","0"
"9745","9745","Combat potion(1)","True","52","0","0","0","0","0","0"
"1573","1573","Doogle leaves","True","2","95","1","96","4","96","5"
"1592","1592","Ring mould","False","5","10","2","0","0","10","2"
"1595","1595","Amulet mould","False","5","144","3","0","0","144","3"
"1597","1597","Necklace mould","False","5","75","1","0","0","75","1"
"1599","1599","Holy mould","False","5","0","0","0","0","0","0"
"1601","1601","Diamond","False","2000","1959","12","1935","2320","1936","2332"
"1603","1603","Ruby","False","1000","994","770","983","1536","987","2306"
"1605","1605","Emerald","False","500","502","121","500","848","500","969"
"1607","1607","Sapphire","False","250","410","80","410","1037","410","1117"
"1609","1609","Opal","True","100","0","0","189","10","189","10"
"1611","1611","Jade","True","150","296","14381","323","562","297","14943"
"1613","1613","Red topaz","True","200","0","0","4490","373","4490","373"
"1615","1615","Dragonstone","True","10000","11822","2","11756","112","11758","114"
"1617","1617","Uncut diamond","False","200","2886","300","2869","1111","2872","1411"
"1619","1619","Uncut ruby","False","100","1441","1805","1410","1417","1427","3222"
"1621","1621","Uncut emerald","False","50","733","400","705","374","719","774"
"1623","1623","Uncut sapphire","False","25","559","445","552","533","555","978"
"1625","1625","Uncut opal","True","20","0","0","175","2911","175","2911"
"1627","1627","Uncut jade","True","30","0","0","284","1582","284","1582"
"1629","1629","Uncut red topaz","True","40","4089","551","4024","776","4051","1327"
"1631","1631","Uncut dragonstone","True","1000","0","0","13174","495","13174","495"
"1635","1635","Gold ring","False","350","132","1992","131","409","131","2401"
"1637","1637","Sapphire ring","False","900","576","407","573","305","575","712"
"1639","1639","Emerald ring","False","1275","0","0","670","8","670","8"
"1641","1641","Ruby ring","False","2025","0","0","1115","6","1115","6"
"1643","1643","Diamond ring","False","3525","2049","1","1994","2","2012","3"
"1645","1645","Dragonstone ring","True","17625","0","0","11813","3","11813","3"
"9843","9843","Oak cape rack","True","10","0","0","0","0","0","0"
"9844","9844","Teak cape rack","True","10","0","0","0","0","0","0"
"9845","9845","Mahogany cape rack","True","10","0","0","0","0","0","0"
"1654","1654","Gold necklace","False","450","136","2","125","16","126","18"
"9846","9846","Gilded cape rack","True","10","0","0","0","0","0","0"
"9847","9847","Marble cape rack","True","10","0","0","0","0","0","0"
"1656","1656","Sapphire necklace","False","1050","0","0","0","0","0","0"
"9848","9848","Magic cape rack","True","10","0","0","0","0","0","0"
"9849","9849","Oak toy box","True","10","0","0","0","0","0","0"
"1658","1658","Emerald necklace","False","1425","0","0","0","0","0","0"
"9850","9850","Teak toy box","True","10","0","0","0","0","0","0"
"9851","9851","Mahogany toy box","True","10","0","0","0","0","0","0"
"1660","1660","Ruby necklace","False","2175","1142","132","0","0","1142","132"
"9852","9852","Oak magic wardrobe","True","10","0","0","0","0","0","0"
"9853","9853","Carved oak magic wardrobe","True","10","0","0","0","0","0","0"
"1662","1662","Diamond necklace","False","3675","0","0","0","0","0","0"
"9854","9854","Teak magic wardrobe","True","10","0","0","0","0","0","0"
"9855","9855","Carved teak magic wardrobe","True","10","0","0","0","0","0","0"
"1664","1664","Dragon necklace","True","18375","0","0","0","0","0","0"
"9856","9856","Mahogany magic wardrobe","True","10","0","0","0","0","0","0"
"9857","9857","Gilded magic wardrobe","True","10","0","0","0","0","0","0"
"9858","9858","Marble magic wardrobe","True","10","0","0","0","0","0","0"
"9859","9859","Oak armour case","True","10","0","0","0","0","0","0"
"9860","9860","Teak armour case","True","10","0","0","0","0","0","0"
"9861","9861","Mahogany armour case","True","10","0","0","0","0","0","0"
"9862","9862","Oak treasure chest","True","10","0","0","0","0","0","0"
"9863","9863","Teak treasure chest","True","10","0","0","0","0","0","0"
"9864","9864","M. treasure chest","True","10","0","0","0","0","0","0"
"1673","1673","Gold amulet (u)","False","350","152","9357","169","45","152","9402"
"9865","9865","Oak fancy dress box","True","10","0","0","0","0","0","0"
"9866","9866","Teak fancy dress box","True","10","0","0","0","0","0","0"
"1675","1675","Sapphire amulet (u)","False","900","0","0","0","0","0","0"
"9867","9867","Mahogany fancy dress box","True","10","0","0","0","0","0","0"
"1677","1677","Emerald amulet (u)","False","1275","0","0","630","1","630","1"
"1679","1679","Ruby amulet (u)","False","2025","0","0","1103","780","1103","780"
"1681","1681","Diamond amulet (u)","False","3525","0","0","0","0","0","0"
"1683","1683","Dragonstone amulet (u)","True","17625","0","0","0","0","0","0"
"1692","1692","Gold amulet","False","350","134","2","0","0","134","2"
"1694","1694","Sapphire amulet","False","900","0","0","0","0","0","0"
"1696","1696","Emerald amulet","False","1275","0","0","0","0","0","0"
"1698","1698","Ruby amulet","False","2025","0","0","1053","2","1053","2"
"1700","1700","Diamond amulet","False","3525","2100","724","2086","18","2099","742"
"1702","1702","Dragonstone amulet","True","17625","0","0","11784","6","11784","6"
"1704","1704","Amulet of glory","True","17625","11929","33","11877","427","11881","460"
"1712","1712","Amulet of glory(4)","True","17625","11950","25","11881","3","11942","28"
"1714","1714","Unstrung symbol","False","200","0","0","100","1267","100","1267"
"1716","1716","Unblessed symbol","False","200","0","0","0","0","0","0"
"1718","1718","Holy symbol","False","300","428","4","0","0","428","4"
"1720","1720","Unstrung emblem","True","200","0","0","0","0","0","0"
"1722","1722","Unpowered symbol","True","200","0","0","0","0","0","0"
"1724","1724","Unholy symbol","True","200","154","1","0","0","154","1"
"1725","1725","Amulet of strength","False","2025","1387","11","1297","19","1330","30"
"1727","1727","Amulet of magic","False","900","782","2","666","2","724","4"
"1729","1729","Amulet of defence","False","1275","1049","11","0","0","1049","11"
"1731","1731","Amulet of power","False","3525","2383","66","2308","290","2322","356"
"1733","1733","Needle","False","1","30","3","0","0","30","3"
"1734","1734","Thread","False","1","8","550","6","42","7","592"
"1735","1735","Shears","False","1","0","0","25","2","25","2"
"1737","1737","Wool","False","1","0","0","0","0","0","0"
"1739","1739","Cowhide","False","2","119","1201","117","348","118","1549"
"1741","1741","Leather","False","1","196","1422","158","197","191","1619"
"1743","1743","Hard leather","False","1","0","0","0","0","0","0"
"1745","1745","Green dragon leather","True","50","1681","1067","1663","5478","1666","6545"
"1747","1747","Black dragonhide","True","150","2929","12481","2925","11657","2927","24138"
"1749","1749","Red dragonhide","True","145","2392","7193","2368","2254","2387","9447"
"1751","1751","Blue dragonhide","True","140","1809","10073","1807","1950","1809","12023"
"1753","1753","Green dragonhide","True","135","1422","15112","1421","23837","1421","38949"
"1755","1755","Chisel","False","1","250","3","200","44","203","47"
"1757","1757","Brown apron","False","2","450","1","0","0","450","1"
"1759","1759","Ball of wool","False","2","36","9","32","252","32","261"
"1761","1761","Soft clay","False","2","79","2260","77","16001","78","18261"
"1763","1763","Red dye","False","5","281","25","0","0","281","25"
"1765","1765","Yellow dye","False","5","294","6","304","58","303","64"
"1767","1767","Blue dye","False","5","163","4","0","0","163","4"
"1769","1769","Orange dye","False","5","0","0","0","0","0","0"
"1771","1771","Green dye","False","5","613","2","0","0","613","2"
"1773","1773","Purple dye","False","5","386","4","0","0","386","4"
"1775","1775","Molten glass","True","3","138","1645","135","2719","136","4364"
"1777","1777","Bow string","True","10","184","25501","190","2272","185","27773"
"1779","1779","Flax","True","5","3","52000","2","21758","2","73758"
"1781","1781","Soda ash","True","2","75","2400","0","0","75","2400"
"1783","1783","Bucket of sand","True","2","56","5","50","100280","50","100285"
"1785","1785","Glassblowing pipe","True","2","203","17","162","4","195","21"
"9978","9978","Raw bird meat","True","17","0","0","0","0","0","0"
"1787","1787","Unfired pot","False","1","0","0","0","0","0","0"
"9980","9980","Roast bird meat","True","17","0","0","0","0","0","0"
"1789","1789","Unfired pie dish","False","3","0","0","0","0","0","0"
"1791","1791","Unfired bowl","False","2","0","0","0","0","0","0"
"1793","1793","Woad leaf","False","1","0","0","0","0","0","0"
"1794","1794","Bronze wire","True","20","500","4","0","0","500","4"
"9986","9986","Raw beast meat","True","25","0","0","0","0","0","0"
"9988","9988","Roast beast meat","True","25","0","0","0","0","0","0"
"9994","9994","Spicy tomato","True","3","0","0","0","0","0","0"
"9996","9996","Spicy minced meat","True","8","0","0","0","0","0","0"
"9998","9998","Hunter potion(4)","True","15","0","0","0","0","0","0"
"10000","10000","Hunter potion(3)","True","12","0","0","1000","1","1000","1"
"10002","10002","Hunter potion(2)","True","9","0","0","0","0","0","0"
"10004","10004","Hunter potion(1)","True","6","0","0","920","2","920","2"
"10006","10006","Bird snare","True","5","7","5","0","0","7","5"
"10008","10008","Box trap","True","32","0","0","0","0","0","0"
"10010","10010","Butterfly net","True","20","15","2","15","1","15","3"
"10012","10012","Butterfly jar","True","1","0","0","92","2","92","2"
"10014","10014","Black warlock","True","70","0","0","60","17","60","17"
"1823","1823","Waterskin(4)","True","30","145","8","111","81","114","89"
"10016","10016","Snowy knight","True","50","0","0","176","125","176","125"
"10018","10018","Sapphire glacialis","True","30","0","0","0","0","0","0"
"10020","10020","Ruby harvest","True","18","0","0","0","0","0","0"
"1831","1831","Waterskin(0)","True","15","100","5","40","3","77","8"
"1833","1833","Desert shirt","True","40","96","2","0","0","96","2"
"10025","10025","Magic box","True","600","0","0","0","0","0","0"
"1835","1835","Desert robe","True","40","100","2","0","0","100","2"
"1837","1837","Desert boots","True","20","172","10","0","0","172","10"
"10029","10029","Teasing stick","True","50","60","41","0","0","60","41"
"10031","10031","Rabbit snare","True","15","0","0","0","0","0","0"
"10033","10033","Chinchompa","True","140","0","0","0","0","0","0"
"10034","10034","Red chinchompa","True","160","1237","9367","1236","6058","1237","15425"
"10035","10035","Kyatt legs","True","200","0","0","0","0","0","0"
"10037","10037","Kyatt top","True","200","0","0","0","0","0","0"
"10039","10039","Kyatt hat","True","1000","0","0","0","0","0","0"
"10041","10041","Larupia legs","True","100","0","0","0","0","0","0"
"10043","10043","Larupia top","True","100","0","0","0","0","0","0"
"10045","10045","Larupia hat","True","500","0","0","0","0","0","0"
"1854","1854","Shantay pass","True","5","24","2","0","0","24","2"
"10047","10047","Graahk legs","True","150","0","0","0","0","0","0"
"10049","10049","Graahk top","True","150","0","0","0","0","0","0"
"1859","1859","Raw ugthanki meat","True","2","0","0","0","0","0","0"
"10051","10051","Graahk headdress","True","750","0","0","0","0","0","0"
"1861","1861","Ugthanki meat","True","5","0","0","0","0","0","0"
"10053","10053","Wood camo top","True","20","0","0","0","0","0","0"
"10055","10055","Wood camo legs","True","20","0","0","0","0","0","0"
"1865","1865","Pitta bread","True","10","0","0","0","0","0","0"
"10057","10057","Jungle camo top","True","20","0","0","0","0","0","0"
"10059","10059","Jungle camo legs","True","20","0","0","50","1","50","1"
"1869","1869","Chopped tomato","True","3","0","0","0","0","0","0"
"10061","10061","Desert camo top","True","20","0","0","0","0","0","0"
"1871","1871","Chopped onion","True","3","0","0","0","0","0","0"
"10063","10063","Desert camo legs","True","20","0","0","0","0","0","0"
"1873","1873","Chopped ugthanki","True","5","0","0","0","0","0","0"
"10065","10065","Polar camo top","True","20","0","0","0","0","0","0"
"1875","1875","Onion & tomato","True","5","0","0","0","0","0","0"
"10067","10067","Polar camo legs","True","20","0","0","0","0","0","0"
"1877","1877","Ugthanki & onion","True","7","0","0","0","0","0","0"
"10069","10069","Spotted cape","True","400","813","1","325","2","487","3"
"1879","1879","Ugthanki & tomato","True","7","0","0","0","0","0","0"
"10071","10071","Spottier cape","True","800","0","0","0","0","0","0"
"1881","1881","Kebab mix","True","9","0","0","0","0","0","0"
"10075","10075","Gloves of silence","True","600","2627","21","2400","20","2516","41"
"1885","1885","Ugthanki kebab","True","20","0","0","621","1","621","1"
"10077","10077","Spiky vambraces","True","160","0","0","0","0","0","0"
"1887","1887","Cake tin","False","10","4000","1","0","0","4000","1"
"10079","10079","Green spiky vambs","True","2500","0","0","0","0","0","0"
"10081","10081","Blue spiky vambs","True","3000","0","0","0","0","0","0"
"1891","1891","Cake","False","50","155","201","135","1","154","202"
"10083","10083","Red spiky vambs","True","3600","0","0","1805","1","1805","1"
"10085","10085","Black spiky vambs","True","4320","0","0","3100","2","3100","2"
"10087","10087","Stripy feather","True","20","0","0","0","0","0","0"
"10088","10088","Red feather","True","10","0","0","0","0","0","0"
"1897","1897","Chocolate cake","False","70","221","10","198","8","211","18"
"10089","10089","Blue feather","True","16","0","0","31","5","31","5"
"10090","10090","Yellow feather","True","13","0","0","0","0","0","0"
"10091","10091","Orange feather","True","15","0","0","0","0","0","0"
"10093","10093","Tatty larupia fur","True","60","0","0","0","0","0","0"
"10095","10095","Larupia fur","True","80","0","0","0","0","0","0"
"1905","1905","Asgarnian ale","False","2","50","6","0","0","50","6"
"10097","10097","Tatty graahk fur","True","90","0","0","0","0","0","0"
"1907","1907","Wizard's mind bomb","False","2","34","1","0","0","34","1"
"10099","10099","Graahk fur","True","120","0","0","0","0","0","0"
"1909","1909","Greenman's ale","True","2","432","2","0","0","432","2"
"10101","10101","Tatty kyatt fur","True","120","0","0","0","0","0","0"
"1911","1911","Dragon bitter","True","2","0","0","0","0","0","0"
"10103","10103","Kyatt fur","True","160","0","0","0","0","0","0"
"1913","1913","Dwarven stout","False","2","0","0","0","0","0","0"
"10105","10105","Kebbit spike","True","90","0","0","0","0","0","0"
"1915","1915","Grog","True","3","0","0","0","0","0","0"
"10107","10107","Long kebbit spike","True","150","0","0","0","0","0","0"
"1917","1917","Beer","False","2","28","235","28","6","28","241"
"10109","10109","Kebbit teeth","True","160","0","0","0","0","0","0"
"1919","1919","Beer glass","False","2","0","0","26","4","26","4"
"10111","10111","Kebbit teeth dust","True","160","0","0","0","0","0","0"
"1921","1921","Bowl of water","False","4","58","13004","0","0","58","13004"
"10113","10113","Kebbit claws","True","43","0","0","0","0","0","0"
"1923","1923","Bowl","False","4","50","1","34","4","37","5"
"10115","10115","Dark kebbit fur","True","210","0","0","0","0","0","0"
"1925","1925","Bucket","False","2","6","1","5","15","5","16"
"10117","10117","Polar kebbit fur","True","10","0","0","0","0","0","0"
"1927","1927","Bucket of milk","False","6","29","9","0","0","29","9"
"10119","10119","Feldip weasel fur","True","14","0","0","0","0","0","0"
"1929","1929","Bucket of water","False","6","14","26026","0","0","14","26026"
"10121","10121","Common kebbit fur","True","12","0","0","0","0","0","0"
"1931","1931","Pot","False","1","7","8","5","81","5","89"
"10123","10123","Desert devil fur","True","17","0","0","0","0","0","0"
"1933","1933","Pot of flour","False","10","247","5","0","0","247","5"
"10125","10125","Spotted kebbit fur","True","150","0","0","35","10","35","10"
"1935","1935","Jug","False","1","0","0","0","0","0","0"
"10127","10127","Dashing kebbit fur","True","270","0","0","0","0","0","0"
"1937","1937","Jug of water","False","1","25","13060","25","40999","25","54059"
"10129","10129","Barb-tail harpoon","True","36","0","0","0","0","0","0"
"1939","1939","Swamp tar","True","1","14","9012","13","37000","13","46012"
"10132","10132","Strung rabbit foot","True","30","0","0","0","0","0","0"
"1941","1941","Swamp paste","True","30","71","51","76","543","76","594"
"1942","1942","Potato","False","1","31","1","0","0","31","1"
"10134","10134","Rabbit foot","True","30","0","0","0","0","0","0"
"1944","1944","Egg","False","4","44","4","0","0","44","4"
"10136","10136","Rainbow fish","True","120","0","0","0","0","0","0"
"10138","10138","Raw rainbow fish","True","120","0","0","0","0","0","0"
"1947","1947","Grain","False","2","25","10","25","84","25","94"
"1949","1949","Chef's hat","False","2","2460","1","1095","33","1135","34"
"10142","10142","Guam tar","True","3","0","0","0","0","0","0"
"1951","1951","Redberries","False","3","0","0","106","4","106","4"
"10143","10143","Marrentill tar","True","1","0","0","0","0","0","0"
"10144","10144","Tarromin tar","True","1","1","6000","0","0","1","6000"
"1953","1953","Pastry dough","False","1","0","0","0","0","0","0"
"10145","10145","Harralander tar","True","1","4","10000","0","0","4","10000"
"10146","10146","Orange salamander","True","100","0","0","0","0","0","0"
"1955","1955","Cooking apple","False","1","126","1050","0","0","126","1050"
"10147","10147","Red salamander","True","150","0","0","45","25","45","25"
"10148","10148","Black salamander","True","200","85","1","0","0","85","1"
"1957","1957","Onion","False","3","57","41","0","0","57","41"
"10149","10149","Swamp lizard","True","50","0","0","0","0","0","0"
"10150","10150","Noose wand","True","4","80","1","0","0","80","1"
"1959","1959","Pumpkin","False","30","0","0","5597","52","5597","52"
"1961","1961","Easter egg","False","10","0","0","2392","3","2392","3"
"1963","1963","Banana","False","2","48","1101","46","18","48","1119"
"10156","10156","Hunters' crossbow","True","1300","0","0","0","0","0","0"
"1965","1965","Cabbage","False","1","38","4","0","0","38","4"
"10158","10158","Kebbit bolts","True","18","95","2000","0","0","95","2000"
"10159","10159","Long kebbit bolts","True","31","0","0","0","0","0","0"
"1969","1969","Spinach roll","False","1","0","0","0","0","0","0"
"1971","1971","Kebab","False","3","0","0","0","0","0","0"
"1973","1973","Chocolate bar","False","10","0","0","0","0","0","0"
"1975","1975","Chocolate dust","False","2","498","342","0","0","498","342"
"1978","1978","Cup of tea","True","10","19","1","19","4","19","5"
"1980","1980","Empty cup","True","2","25","1","21","1","23","2"
"1982","1982","Tomato","False","4","55","2","0","0","55","2"
"1985","1985","Cheese","False","4","97","6","83","1","95","7"
"1987","1987","Grapes","False","1","105","16060","102","29104","103","45164"
"1989","1989","Half full wine jug","False","1","0","0","0","0","0","0"
"1993","1993","Jug of wine","False","1","4","6000","3","220","3","6220"
"2003","2003","Stew","False","20","243","202","0","0","243","202"
"2007","2007","Spice","True","230","149","5","85","7","111","12"
"2011","2011","Curry","True","20","0","0","818","3","818","3"
"2015","2015","Vodka","True","5","196","3","0","0","196","3"
"2017","2017","Whisky","True","5","0","0","0","0","0","0"
"2019","2019","Gin","True","5","0","0","0","0","0","0"
"2021","2021","Brandy","True","5","0","0","0","0","0","0"
"2023","2023","Cocktail guide","True","2","0","0","0","0","0","0"
"2025","2025","Cocktail shaker","True","2","0","0","0","0","0","0"
"2026","2026","Cocktail glass","True","1","0","0","0","0","0","0"
"2028","2028","Premade blurb' sp.","True","30","0","0","209","1","209","1"
"2030","2030","Premade choc s'dy","True","30","0","0","0","0","0","0"
"2032","2032","Premade dr' dragon","True","30","0","0","0","0","0","0"
"2034","2034","Premade fr' blast","True","30","0","0","0","0","0","0"
"2036","2036","Premade p' punch","True","30","0","0","0","0","0","0"
"2038","2038","Premade sgg","True","30","0","0","0","0","0","0"
"2040","2040","Premade wiz blz'd","True","30","0","0","0","0","0","0"
"2048","2048","Pineapple punch","True","30","0","0","0","0","0","0"
"2054","2054","Wizard blizzard","True","30","0","0","0","0","0","0"
"2064","2064","Blurberry special","True","30","0","0","0","0","0","0"
"2074","2074","Choc saturday","True","30","0","0","0","0","0","0"
"2080","2080","Short green guy","True","30","0","0","0","0","0","0"
"2084","2084","Fruit blast","True","30","1310","2","1251","1","1290","3"
"10280","10280","Willow comp bow","False","300","0","0","0","0","0","0"
"10282","10282","Yew comp bow","True","1800","0","0","0","0","0","0"
"2092","2092","Drunk dragon","True","30","0","0","0","0","0","0"
"10284","10284","Magic comp bow","True","2500","0","0","2789","2","2789","2"
"10286","10286","Rune helm (h1)","False","35200","34221","10","0","0","34221","10"
"10288","10288","Rune helm (h2)","False","35200","0","0","0","0","0","0"
"10290","10290","Rune helm (h3)","False","35200","0","0","0","0","0","0"
"10292","10292","Rune helm (h4)","False","35200","0","0","0","0","0","0"
"2102","2102","Lemon","True","2","0","0","0","0","0","0"
"10294","10294","Rune helm (h5)","False","35200","0","0","0","0","0","0"
"2104","2104","Lemon chunks","True","2","0","0","0","0","0","0"
"10296","10296","Adamant helm (h1)","False","3520","0","0","0","0","0","0"
"2106","2106","Lemon slices","True","2","0","0","0","0","0","0"
"10298","10298","Adamant helm (h2)","False","3520","0","0","0","0","0","0"
"2108","2108","Orange","True","2","121","3","0","0","121","3"
"10300","10300","Adamant helm (h3)","False","3520","0","0","0","0","0","0"
"2110","2110","Orange chunks","True","2","0","0","0","0","0","0"
"10302","10302","Adamant helm (h4)","False","3520","0","0","0","0","0","0"
"2112","2112","Orange slices","True","2","0","0","0","0","0","0"
"10304","10304","Adamant helm (h5)","False","3520","0","0","5000","1","5000","1"
"2114","2114","Pineapple","True","2","0","0","220","29","220","29"
"10306","10306","Black helm (h1)","False","1056","0","0","0","0","0","0"
"2116","2116","Pineapple chunks","True","1","0","0","0","0","0","0"
"10308","10308","Black helm (h2)","False","1056","0","0","0","0","0","0"
"2118","2118","Pineapple ring","True","1","0","0","0","0","0","0"
"10310","10310","Black helm (h3)","False","1056","0","0","0","0","0","0"
"2120","2120","Lime","True","2","0","0","0","0","0","0"
"10312","10312","Black helm (h4)","False","1056","0","0","0","0","0","0"
"2122","2122","Lime chunks","True","1","0","0","0","0","0","0"
"10314","10314","Black helm (h5)","False","1056","0","0","0","0","0","0"
"2124","2124","Lime slices","True","2","0","0","0","0","0","0"
"10316","10316","Bob's red shirt","True","3","0","0","0","0","0","0"
"2126","2126","Dwellberries","True","4","112","2","0","0","112","2"
"10318","10318","Bob's blue shirt","True","3","0","0","0","0","0","0"
"2128","2128","Equa leaves","True","2","144","1","0","0","144","1"
"10320","10320","Bob's green shirt","True","3","0","0","0","0","0","0"
"2130","2130","Pot of cream","True","2","0","0","0","0","0","0"
"10322","10322","Bob's black shirt","True","3","0","0","0","0","0","0"
"2132","2132","Raw beef","False","1","72","4","0","0","72","4"
"10324","10324","Bob's purple shirt","True","3","0","0","0","0","0","0"
"2134","2134","Raw rat meat","False","1","46","4","0","0","46","4"
"10326","10326","Purple firelighter","True","15","0","0","143","26","143","26"
"10327","10327","White firelighter","True","15","0","0","69","15","69","15"
"2136","2136","Raw bear meat","False","1","412","4","0","0","412","4"
"2138","2138","Raw chicken","False","1","41","16","38","10","40","26"
"10330","10330","3rd age range top","True","50800","0","0","0","0","0","0"
"2140","2140","Cooked chicken","False","4","53","180","54","48","53","228"
"10332","10332","3rd age range legs","True","50600","0","0","0","0","0","0"
"2142","2142","Cooked meat","False","4","30","1","0","0","30","1"
"10334","10334","3rd age range coif","True","50400","0","0","0","0","0","0"
